TABLO-4 2024 Yýlý Merkezi Yerleþtirme Ýle Öðrenci Alan Yükseköðretim Lisans Programlarý;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Genel Kontenjan;;;;Okul Birincisi Kontenjaný;;;;Depremzede Aday Kontenjaný;;;;34 Yaþ Üstü Kadýn Kontenjaný;;;;Þehit Yakýný-Gazi/Gazi Yakýný Kontenjaný;;;
Program Kodu;Üniversite Türü;Üniversite Adý;Fakülte/Yüksekokul Adý;Program Adý;Puan Türü;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan
109010276;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Maliye;EA;40;41;218,38565;298,53388;1;0;--;--;--;--;--;--;1;1;215,88440;215,88440;--;--;--;--
109090065;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Kamu Yönetimi;EA;40;41;213,66451;304,54954;1;0;--;--;--;--;--;--;1;1;206,11993;206,11993;--;--;--;--
109090067;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Sosyal Hizmet;EA;55;57;264,86006;310,03307;2;0;--;--;--;--;--;--;2;2;210,38435;211,65311;--;--;--;--
109010213;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat;SÖZ;100;103;276,77223;509,68537;3;0;--;--;--;--;--;--;3;3;253,79088;266,68075;--;--;--;--
109090069;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat (M.T.O.K.);SÖZ;10;10;260,98196;281,19154;--;--;--;--;--;--;--;--;1;1;197,58531;197,58531;--;--;--;--
109010188;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Bilgisayar Mühendisliði;SAY;55;21;292,06306;347,81294;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109010125;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Elektrik-Elektronik Mühendisliði;SAY;20;4;296,49102;313,91703;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109090049;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Ýnþaat Mühendisliði;SAY;20;3;290,58489;300,41541;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109090091;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Kimya Mühendisliði;SAY;15;0;--;--;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109010319;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Makine Mühendisliði;SAY;20;0;--;--;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109010055;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Hemþirelik;SAY;100;100;332,04709;415,99841;3;3;290,46616;305,97777;--;--;--;--;3;3;226,02834;230,08847;--;--;--;--
109010337;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Ýþ Saðlýðý ve Güvenliði;SAY;25;26;226,19235;278,98416;1;0;--;--;--;--;--;--;1;1;185,68635;185,68635;--;--;--;--
109090052;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Týp Fakültesi;Týp;SAY;40;40;466,58941;474,84216;1;1;450,01669;450,01669;--;--;--;--;--;--;--;--;--;--;--;--
109090084;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Turizm Ýþletmeciliði ve Otelcilik Yüksekokulu;Gastronomi ve Mutfak Sanatlarý;SÖZ;45;47;320,12037;412,94050;2;0;--;--;--;--;--;--;2;2;277,20194;277,78056;--;--;--;--
109090056;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Turizm Ýþletmeciliði ve Otelcilik Yüksekokulu;Rekreasyon Yönetimi;SÖZ;45;47;230,63011;380,54212;2;0;--;--;--;--;--;--;2;2;224,12498;224,61376;--;--;--;--
109010231;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Veteriner Fakültesi;Veteriner;SAY;75;75;305,70680;324,18811;2;2;238,68438;239,95052;--;--;--;--;2;2;195,03070;195,19505;--;--;--;--
109010197;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Ziraat Fakültesi;Bahçe Bitkileri;SAY;20;21;229,62098;291,30021;1;0;--;--;--;--;--;--;1;1;210,75566;210,75566;--;--;--;--
109010249;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Ziraat Fakültesi;Bitki Koruma;SAY;30;31;242,42329;294,95794;1;0;--;--;--;--;--;--;1;1;236,72469;236,72469;--;--;--;--
109010328;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Ziraat Fakültesi;Tarým Ekonomisi;EA;40;41;251,59935;326,57661;1;0;--;--;--;--;--;--;1;1;251,56961;251,56961;--;--;--;--
109010204;DEVLET;SÝÝRT ÜNÝVERSÝTESÝ;Ziraat Fakültesi;Tarla Bitkileri;SAY;20;21;229,66624;262,42915;1;0;--;--;--;--;--;--;1;1;201,62807;201,62807;--;--;--;--
109190049;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Boyabat Ýktisadi ve Ýdari Bilimler Fakültesi;Gayrimenkul Geliþtirme ve Yönetimi;EA;30;31;219,81314;250,17485;1;0;--;--;--;--;--;--;1;1;192,14056;192,14056;--;--;--;--
109190033;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Boyabat Ýktisadi ve Ýdari Bilimler Fakültesi;Saðlýk Yönetimi;EA;60;61;258,62741;293,99440;2;1;252,16294;252,16294;--;--;--;--;2;2;186,15752;200,92911;--;--;--;--
109110275;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Boyabat Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Kamu Yönetimi;EA;70;71;228,35708;283,89875;2;1;218,25468;218,25468;--;--;--;--;2;2;182,75607;185,43746;--;--;--;--
109190048;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Boyabat Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ticaret ve Ýþletmecilik;EA;50;52;234,85388;269,00586;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
109110018;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Fen Bilgisi Öðretmenliði;SAY;15;0;--;--;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109110169;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Ýlköðretim Matematik Öðretmenliði;SAY;45;4;322,75352;357,30158;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109190032;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Ýngilizce Öðretmenliði (Ýngilizce);DÝL;40;40;408,32098;441,43184;1;1;315,21196;315,21196;--;--;--;--;--;--;--;--;--;--;--;--
109110027;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Okul Öncesi Öðretmenliði;SÖZ;50;50;406,55262;419,96244;2;2;366,07930;384,95031;--;--;--;--;--;--;--;--;--;--;--;--
109190026;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Rehberlik ve Psikolojik Danýþmanlýk;EA;40;40;341,66392;360,22767;1;1;331,01305;331,01305;--;--;--;--;--;--;--;--;--;--;--;--
109110036;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Sýnýf Öðretmenliði;EA;50;50;349,83145;382,68016;2;2;316,47094;323,44036;--;--;--;--;--;--;--;--;--;--;--;--
109110106;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Sosyal Bilgiler Öðretmenliði;SÖZ;40;41;351,28937;378,57212;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109110178;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Türkçe Öðretmenliði;SÖZ;40;40;387,31766;402,74617;1;1;327,39122;327,39122;--;--;--;--;--;--;--;--;--;--;--;--
109110248;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Arkeoloji;EA;20;21;222,47002;275,07525;1;0;--;--;--;--;--;--;1;1;218,61040;218,61040;--;--;--;--
109190050;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Biyoloji;SAY;20;21;255,36408;277,77220;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
109110054;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Matematik;SAY;30;31;262,01287;291,36224;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
109110284;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Sosyoloji;EA;40;41;243,08512;323,74773;1;0;--;--;--;--;--;--;1;1;227,66791;227,66791;--;--;--;--
109110151;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Tarih;SÖZ;30;31;292,52767;388,29633;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
109110124;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Türk Dili ve Edebiyatý;SÖZ;30;31;310,12026;369,78580;1;0;--;--;--;--;--;--;1;1;233,90381;233,90381;--;--;--;--
109190108;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat;SÖZ;90;93;275,57858;398,08919;3;0;--;--;--;--;--;--;3;3;245,05715;263,28767;--;--;--;--
109190115;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat (M.T.O.K.);SÖZ;10;10;281,60192;345,65016;--;--;--;--;--;--;--;--;1;1;258,01544;258,01544;--;--;--;--
109190122;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Bilgisayar Mühendisliði;SAY;30;31;334,56709;372,04038;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109190129;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Makine Mühendisliði;SAY;30;31;291,71717;317,97946;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109110203;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Nükleer Enerji Mühendisliði;SAY;30;22;290,80162;417,73485;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109190136;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Nükleer Enerji Mühendisliði (KKTC UYRUKLU);SAY;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
109190143;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Çocuk Geliþimi;EA;30;30;315,05401;329,32757;1;1;289,08157;289,08157;--;--;--;--;1;1;232,06435;232,06435;--;--;--;--
109190073;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Ebelik;SAY;45;45;313,74807;320,88176;2;2;270,24054;287,27832;--;--;--;--;2;2;188,39174;191,73135;--;--;--;--
109110072;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Hemþirelik;SAY;110;110;326,64579;371,34663;3;3;298,04480;316,42626;--;--;--;--;3;3;194,31950;212,55927;--;--;--;--
109110266;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Ýþ Saðlýðý ve Güvenliði;SAY;35;35;238,96711;264,70072;1;1;219,33755;219,33755;--;--;--;--;1;0;--;--;--;--;--;--
109190044;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Sosyal Hizmet;EA;55;57;277,69658;337,72369;2;0;--;--;--;--;--;--;2;2;222,45438;257,56612;--;--;--;--
109110081;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Su Ürünleri Fakültesi;Su Ürünleri Mühendisliði;SAY;30;31;232,89267;354,95631;1;0;--;--;--;--;--;--;1;1;228,46254;228,46254;--;--;--;--
109190150;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Turizm Fakültesi;Gastronomi ve Mutfak Sanatlarý;SÖZ;55;55;352,67054;393,21160;2;2;279,32836;285,91728;--;--;--;--;2;2;301,90574;305,31193;--;--;--;--
109190157;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Turizm Fakültesi;Rekreasyon Yönetimi;SÖZ;40;41;255,64007;325,86618;1;0;--;--;--;--;--;--;1;1;217,93722;217,93722;--;--;--;--
109190164;DEVLET;SÝNOP ÜNÝVERSÝTESÝ;Turizm Fakültesi;Turizm Rehberliði;DÝL;65;67;303,21746;347,53308;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
111900115;DEVLET;SÝVAS BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Havacýlýk ve Uzay Bilimleri Fakültesi;Uçak Mühendisliði (Ýngilizce);SAY;30;30;431,11923;502,40810;1;1;428,98990;428,98990;--;--;--;--;--;--;--;--;--;--;--;--
111900101;DEVLET;SÝVAS BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Bilgisayar Mühendisliði (Ýngilizce);SAY;40;40;392,29503;444,43231;1;1;389,09726;389,09726;--;--;--;--;--;--;--;--;--;--;--;--
111900108;DEVLET;SÝVAS BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Elektrik-Elektronik Mühendisliði (Ýngilizce);SAY;40;40;352,02995;407,66756;1;1;307,19297;307,19297;--;--;--;--;--;--;--;--;--;--;--;--
111900136;DEVLET;SÝVAS BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Kimya Mühendisliði (Ýngilizce);SAY;30;27;290,66355;405,57131;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
111900143;DEVLET;SÝVAS BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Makine Mühendisliði (Ýngilizce);SAY;30;31;306,78628;395,65409;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
111900122;DEVLET;SÝVAS BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Tarým Bilimleri ve Teknoloji Fakültesi;Bitki Koruma;SAY;20;21;264,03760;325,54501;1;0;--;--;--;--;--;--;1;1;169,99069;169,99069;--;--;--;--
102610016;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Diþ Hekimliði Fakültesi;Diþ Hekimliði;SAY;110;110;448,92689;463,72735;3;3;435,14677;437,09750;--;--;--;--;--;--;--;--;--;--;--;--
102610722;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eczacýlýk Fakültesi;Eczacýlýk;SAY;50;50;429,98407;465,82156;2;2;408,68532;413,28135;--;--;--;--;--;--;--;--;--;--;--;--
102610097;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Alman Dili ve Edebiyatý;DÝL;95;98;282,38032;395,01584;3;0;--;--;--;--;--;--;3;2;194,55373;201,15768;--;--;--;--
102690357;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Arkeoloji;EA;20;21;233,17416;292,37452;1;0;--;--;--;--;--;--;1;1;225,81447;225,81447;--;--;--;--
102610494;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Çaðdaþ Türk Lehçeleri ve Edebiyatlarý;SÖZ;85;88;232,01197;300,22864;3;0;--;--;--;--;--;--;3;3;223,71564;227,58289;--;--;--;--
102610122;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Felsefe;EA;40;41;223,40505;293,22700;1;0;--;--;--;--;--;--;1;1;211,48492;211,48492;--;--;--;--
102610149;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Fransýz Dili ve Edebiyatý;DÝL;45;47;281,95427;350,85695;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
102610158;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Ýngiliz Dili ve Edebiyatý;DÝL;70;71;365,76528;397,80601;2;1;260,51014;260,51014;--;--;--;--;2;1;144,62831;144,62831;--;--;--;--
102690212;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Ýngilizce, Fransýzca Mütercim ve Tercümanlýk;DÝL;65;67;349,13298;395,80761;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
102610485;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Psikoloji;EA;60;60;349,53457;375,54053;2;2;323,81958;326,07325;--;--;--;--;2;2;250,87712;312,80106;--;--;--;--
102610194;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Sanat Tarihi;SÖZ;30;31;247,19989;394,79626;1;0;--;--;--;--;--;--;1;1;246,98309;246,98309;--;--;--;--
102610697;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Sosyal Hizmet;EA;65;66;280,59317;334,38365;2;1;259,22872;259,22872;--;--;--;--;2;2;244,92862;260,71720;--;--;--;--
102610201;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Sosyoloji;EA;40;41;242,96966;302,89558;1;0;--;--;--;--;--;--;1;1;218,25567;218,25567;--;--;--;--
102610219;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Tarih;SÖZ;30;31;303,96536;413,62703;1;0;--;--;--;--;--;--;1;1;235,69774;235,69774;--;--;--;--
102610228;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Türk Dili ve Edebiyatý;SÖZ;30;31;321,67055;393,22886;1;0;--;--;--;--;--;--;1;1;297,43025;297,43025;--;--;--;--
102610476;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Türk Halkbilimi;SÖZ;60;62;232,13421;402,60134;2;0;--;--;--;--;--;--;2;2;224,28648;226,93180;--;--;--;--
102610025;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Fen Bilgisi Öðretmenliði;SAY;35;5;291,12676;324,36795;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
102610034;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Ýlköðretim Matematik Öðretmenliði;SAY;50;31;290,34800;420,06719;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
102610713;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Ýngilizce Öðretmenliði;DÝL;40;40;403,63290;458,25391;1;1;391,23431;391,23431;--;--;--;--;--;--;--;--;--;--;--;--
102610052;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Okul Öncesi Öðretmenliði;SÖZ;50;50;411,54427;491,86445;2;2;392,90096;408,37355;--;--;--;--;--;--;--;--;--;--;--;--
102690364;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Özel Eðitim Öðretmenliði;SÖZ;30;30;427,67098;464,24268;1;1;420,67262;420,67262;--;--;--;--;--;--;--;--;--;--;--;--
102610467;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Rehberlik ve Psikolojik Danýþmanlýk;EA;30;30;344,46480;378,46086;1;1;341,61986;341,61986;--;--;--;--;--;--;--;--;--;--;--;--
102610061;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Sýnýf Öðretmenliði;EA;50;50;353,95069;375,41157;2;2;340,34523;342,62950;--;--;--;--;--;--;--;--;--;--;--;--
102610079;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Sosyal Bilgiler Öðretmenliði;SÖZ;50;52;359,14725;392,24494;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
102610088;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Türkçe Öðretmenliði;SÖZ;50;50;393,03142;446,55582;2;2;322,16831;333,57201;--;--;--;--;--;--;--;--;--;--;--;--
102610607;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Fen Fakültesi;Biyokimya;SAY;30;31;254,25341;290,55979;1;0;--;--;--;--;--;--;1;1;190,52315;190,52315;--;--;--;--
102610113;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Fen Fakültesi;Biyoloji;SAY;20;21;247,71650;273,49051;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
102610131;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Fen Fakültesi;Fizik;SAY;20;21;245,38257;271,40668;1;0;--;--;--;--;--;--;1;1;173,71918;173,71918;--;--;--;--
102690127;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Fen Fakültesi;Ýstatistik ve Bilgisayar Bilimleri;SAY;25;25;280,72433;325,95400;1;1;275,38982;275,38982;--;--;--;--;1;0;--;--;--;--;--;--
102610167;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Fen Fakültesi;Kimya;SAY;20;21;257,93683;281,06238;1;0;--;--;--;--;--;--;1;1;175,02228;175,02228;--;--;--;--
102610176;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Fen Fakültesi;Matematik;SAY;35;36;264,13316;377,78528;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
102610185;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Fen Fakültesi;Moleküler Biyoloji ve Genetik;SAY;30;30;263,95385;401,82986;1;1;253,39339;253,39339;--;--;--;--;1;1;193,48326;193,48326;--;--;--;--
102690294;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Hukuk Fakültesi;Hukuk;EA;60;60;386,54553;445,55606;2;2;368,31169;371,29819;--;--;--;--;--;--;--;--;--;--;--;--
102610237;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Çalýþma Ekonomisi ve Endüstri Ýliþkileri;EA;50;52;221,78039;260,10036;2;0;--;--;--;--;--;--;2;2;180,52742;192,67763;--;--;--;--
102690264;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ekonometri;EA;50;52;218,52433;261,10642;2;0;--;--;--;--;--;--;2;2;172,81385;183,15394;--;--;--;--
102690213;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Finans ve Bankacýlýk;EA;80;82;235,59744;302,32355;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
102610246;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýktisat;EA;60;62;243,11039;319,67484;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
102610255;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme;EA;70;72;242,55401;306,46519;2;0;--;--;--;--;--;--;2;2;193,35092;209,88447;--;--;--;--
102610273;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Maliye;EA;85;87;236,81349;302,07444;3;1;227,81848;227,81848;--;--;--;--;3;3;164,93525;210,87075;--;--;--;--
102690265;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Kamu Yönetimi;EA;80;82;255,28862;357,21670;2;0;--;--;--;--;--;--;2;2;203,22872;220,91932;--;--;--;--
102610616;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ticaret ve Lojistik;EA;75;77;245,15782;308,05563;2;0;--;--;--;--;--;--;2;1;228,81776;228,81776;--;--;--;--
102610422;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Yönetim Biliþim Sistemleri;EA;60;60;329,49347;393,74708;2;2;261,22630;286,07071;--;--;--;--;2;2;199,67682;204,45322;--;--;--;--
102610704;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat;SÖZ;135;137;293,44312;417,57087;4;2;239,31640;253,84684;--;--;--;--;4;4;275,39387;290,32656;--;--;--;--
102690267;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat (M.T.O.K.);SÖZ;15;15;284,21706;363,70340;--;--;--;--;--;--;--;--;1;1;227,06560;227,06560;--;--;--;--
102610546;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Gazetecilik;SÖZ;85;88;245,32693;293,41689;3;0;--;--;--;--;--;--;3;3;217,13728;243,69397;--;--;--;--
102610537;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Halkla Ýliþkiler ve Tanýtým;SÖZ;75;77;256,39588;341,92255;2;0;--;--;--;--;--;--;2;2;236,36997;242,38736;--;--;--;--
102690120;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Radyo, Televizyon ve Sinema;SÖZ;75;77;260,24754;375,15500;2;0;--;--;--;--;--;--;2;2;216,93752;223,72955;--;--;--;--
102690371;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Yeni Medya ve Ýletiþim;SÖZ;30;31;274,46481;419,75548;1;0;--;--;--;--;--;--;1;1;222,71683;222,71683;--;--;--;--
102610776;DEVLET;SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ;Mimarlýk, Güzel Sanatlar ve Tasarým Fakültesi;Mimarlýk;SAY;25;14;305,39905;343,26212;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
