TABLO-4 2024 Yýlý Merkezi Yerleþtirme Ýle Öðrenci Alan Yükseköðretim Lisans Programlarý;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Genel Kontenjan;;;;Okul Birincisi Kontenjaný;;;;Depremzede Aday Kontenjaný;;;;34 Yaþ Üstü Kadýn Kontenjaný;;;;Þehit Yakýný-Gazi/Gazi Yakýný Kontenjaný;;;
Program Kodu;Üniversite Türü;Üniversite Adý;Fakülte/Yüksekokul Adý;Program Adý;Puan Türü;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan
202390668;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Havacýlýk Yönetimi (Ücretli);EA;1;1;219,63426;219,63426;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310099;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme (%50 Ýndirimli);EA;32;32;189,53233;278,15104;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310081;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme (Burslu);EA;5;5;321,36118;326,76608;--;--;--;--;1;1;228,79673;228,79673;--;--;--;--;1;0;--;--
202310548;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme (Ýngilizce) (%50 Ýndirimli);EA;25;12;183,11800;295,13881;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310248;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme (Ýngilizce) (Burslu);EA;4;4;329,40662;336,65452;--;--;--;--;1;1;303,69331;303,69331;--;--;--;--;1;0;--;--
202390675;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme (Ücretli);EA;2;2;208,45651;213,55605;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390202;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Lojistik Yönetimi (%50 Ýndirimli);EA;30;30;182,98000;256,98166;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390201;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Lojistik Yönetimi (Burslu);EA;4;4;313,05765;313,57101;--;--;--;--;1;0;--;--;--;--;--;--;1;0;--;--
202390218;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Muhasebe ve Finans Yönetimi (%50 Ýndirimli);EA;13;13;198,46875;280,69045;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202311634;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Muhasebe ve Finans Yönetimi (Burslu);EA;2;2;314,17826;322,36680;--;--;--;--;1;0;--;--;--;--;--;--;--;--;--;--
202311334;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Kamu Yönetimi (%50 Ýndirimli);EA;25;9;182,45673;228,85807;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202311325;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Kamu Yönetimi (Burslu);EA;4;4;309,32144;316,26101;--;--;--;--;1;0;--;--;--;--;--;--;1;0;--;--
202310124;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ýliþkiler (%50 Ýndirimli);EA;23;9;171,06183;228,32418;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310115;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ýliþkiler (Burslu);EA;4;4;309,36161;314,42034;--;--;--;--;1;1;210,24337;210,24337;--;--;--;--;1;0;--;--
202310557;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ýliþkiler (Ýngilizce) (%50 Ýndirimli);EA;34;3;189,75809;290,10875;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310266;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ýliþkiler (Ýngilizce) (Burslu);EA;5;5;321,17430;328,69862;--;--;--;--;1;1;257,01422;257,01422;--;--;--;--;1;0;--;--
202310106;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ýliþkiler (Ücretli);EA;2;2;200,25880;242,09635;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390204;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ticaret ve Finansman (Ýngilizce) (%50 Ýndirimli);EA;30;21;192,18521;266,16869;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390203;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ticaret ve Finansman (Ýngilizce) (Burslu);EA;4;4;324,01536;327,84150;--;--;--;--;1;1;206,42164;206,42164;--;--;--;--;1;0;--;--
202390208;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Yönetim Biliþim Sistemleri (%50 Ýndirimli);EA;46;46;220,72062;307,13838;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390207;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Yönetim Biliþim Sistemleri (Burslu);EA;8;8;347,68729;378,25813;--;--;--;--;1;1;332,66276;332,66276;--;--;--;--;1;0;--;--
202390703;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Yönetim Biliþim Sistemleri (Ücretli);EA;5;5;213,66613;237,46405;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310893;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Gazetecilik (%50 Ýndirimli);SÖZ;25;5;181,01914;242,27588;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310406;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Gazetecilik (Burslu);SÖZ;4;4;361,70305;370,05617;--;--;--;--;1;1;189,26683;189,26683;--;--;--;--;1;0;--;--
202310821;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Görsel Ýletiþim Tasarýmý (%50 Ýndirimli);SÖZ;25;7;171,55137;292,95917;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310812;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Görsel Ýletiþim Tasarýmý (Burslu);SÖZ;4;4;372,20498;387,88601;--;--;--;--;1;0;--;--;--;--;--;--;1;0;--;--
202310566;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Halkla Ýliþkiler ve Reklamcýlýk (%50 Ýndirimli);SÖZ;25;8;172,10886;270,72992;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310284;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Halkla Ýliþkiler ve Reklamcýlýk (Burslu);SÖZ;4;4;365,79223;370,35222;--;--;--;--;1;1;205,49082;205,49082;--;--;--;--;1;0;--;--
202390094;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Sinema ve Televizyon (%50 Ýndirimli);SÖZ;25;8;183,45796;298,82261;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390092;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Sinema ve Televizyon (Burslu);SÖZ;4;4;368,15800;369,16013;--;--;--;--;1;0;--;--;--;--;--;--;1;0;--;--
202390091;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Yeni Medya ve Ýletiþim (%50 Ýndirimli);SÖZ;24;8;179,11439;347,78814;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390089;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Yeni Medya ve Ýletiþim (Burslu);SÖZ;4;4;368,67503;372,07632;--;--;--;--;1;0;--;--;--;--;--;--;1;1;305,71330;305,71330
202390731;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Yeni Medya ve Ýletiþim (Ücretli);SÖZ;1;1;206,11892;206,11892;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390836;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mimarlýk Fakültesi;Ýç Mimarlýk (%50 Ýndirimli);SAY;27;27;231,46721;283,36192;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390822;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mimarlýk Fakültesi;Ýç Mimarlýk (Burslu);SAY;5;5;305,51224;318,85955;--;--;--;--;1;1;283,24740;283,24740;--;--;--;--;1;0;--;--
202390829;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mimarlýk Fakültesi;Ýç Mimarlýk (Ücretli);SAY;7;7;212,71289;228,16270;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390850;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mimarlýk Fakültesi;Mimarlýk (%50 Ýndirimli);SAY;17;1;310,37800;310,37800;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390843;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mimarlýk Fakültesi;Mimarlýk (Burslu);SAY;3;3;340,29541;351,30439;--;--;--;--;1;0;--;--;--;--;--;--;--;--;--;--
202390871;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Bilgisayar Mühendisliði (%50 Ýndirimli);SAY;46;8;291,71349;326,26144;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390857;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Bilgisayar Mühendisliði (Burslu);SAY;8;8;339,22025;396,18907;--;--;--;--;1;1;334,17217;334,17217;--;--;--;--;1;0;--;--
202390892;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Bilgisayar Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;50;9;293,04530;347,76266;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390878;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Bilgisayar Mühendisliði (Ýngilizce) (Burslu);SAY;8;8;356,70641;418,68246;--;--;--;--;1;1;323,34529;323,34529;--;--;--;--;1;0;--;--
202390885;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Bilgisayar Mühendisliði (Ýngilizce) (Ücretli);SAY;3;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390864;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Bilgisayar Mühendisliði (Ücretli);SAY;3;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390906;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Biyomedikal Mühendisliði (%50 Ýndirimli);SAY;13;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390899;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Biyomedikal Mühendisliði (Burslu);SAY;2;2;334,14256;335,47848;--;--;--;--;1;0;--;--;--;--;--;--;--;--;--;--
202390920;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Elektrik-Elektronik Mühendisliði (%50 Ýndirimli);SAY;13;6;295,15381;312,83351;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390913;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Elektrik-Elektronik Mühendisliði (Burslu);SAY;2;2;360,32597;365,08257;--;--;--;--;1;1;311,06375;311,06375;--;--;--;--;--;--;--;--
202390934;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Elektrik-Elektronik Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;13;2;295,54029;298,08687;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390927;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Elektrik-Elektronik Mühendisliði (Ýngilizce) (Burslu);SAY;2;2;382,26208;383,74284;--;--;--;--;1;0;--;--;--;--;--;--;--;--;--;--
202390948;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Endüstri Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;17;1;362,51963;362,51963;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390941;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Endüstri Mühendisliði (Ýngilizce) (Burslu);SAY;3;3;378,18218;381,13132;--;--;--;--;1;1;302,03690;302,03690;--;--;--;--;--;--;--;--
202390962;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Ýnþaat Mühendisliði (%50 Ýndirimli);SAY;25;2;290,25977;303,79171;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390955;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Ýnþaat Mühendisliði (Burslu);SAY;4;4;321,18639;352,08152;--;--;--;--;1;1;291,14931;291,14931;--;--;--;--;1;0;--;--
202390976;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Makine Mühendisliði (%50 Ýndirimli);SAY;13;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390969;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Makine Mühendisliði (Burslu);SAY;2;2;357,35257;359,42654;--;--;--;--;1;1;345,05199;345,05199;--;--;--;--;--;--;--;--
202390997;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Yazýlým Mühendisliði (%50 Ýndirimli);SAY;23;4;294,17083;327,48726;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390983;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Yazýlým Mühendisliði (Burslu);SAY;4;4;394,17872;403,05375;--;--;--;--;1;1;379,00061;379,00061;--;--;--;--;1;0;--;--
202390990;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Yazýlým Mühendisliði (Ücretli);SAY;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390238;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Beslenme ve Diyetetik (%50 Ýndirimli);SAY;29;29;219,94261;290,06741;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390237;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Beslenme ve Diyetetik (Burslu);SAY;5;5;310,19382;319,38854;--;--;--;--;1;1;284,98194;284,98194;--;--;--;--;1;0;--;--
202390766;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Beslenme ve Diyetetik (Ücretli);SAY;5;5;213,93065;229,12270;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390240;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Çocuk Geliþimi (%50 Ýndirimli);EA;22;22;207,14604;237,45701;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390239;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Çocuk Geliþimi (Burslu);EA;4;4;318,74819;320,86034;--;--;--;--;1;1;282,68280;282,68280;--;--;--;--;1;0;--;--
202390773;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Çocuk Geliþimi (Ücretli);EA;3;3;202,30791;222,63702;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390242;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Fizyoterapi ve Rehabilitasyon (%50 Ýndirimli);SAY;33;33;209,80745;236,26753;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390241;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Fizyoterapi ve Rehabilitasyon (Burslu);SAY;6;6;299,02894;302,90826;--;--;--;--;1;1;284,36544;284,36544;--;--;--;--;1;0;--;--
202390780;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Fizyoterapi ve Rehabilitasyon (Ücretli);SAY;5;5;198,74029;236,29200;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390787;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Hemþirelik (%25 Ýndirimli);SAY;47;47;242,38838;265,25739;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390243;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Hemþirelik (Burslu);SAY;11;11;337,60361;353,11007;--;--;--;--;1;1;335,12679;335,12679;--;--;--;--;2;2;193,43727;226,97751
202390227;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Hemþirelik (Ücretli);SAY;25;25;231,62727;241,60935;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390246;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Saðlýk Yönetimi (%50 Ýndirimli);EA;12;11;149,89334;221,08337;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390245;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Saðlýk Yönetimi (Burslu);EA;3;3;303,68941;306,86260;--;--;--;--;1;1;224,95483;224,95483;--;--;--;--;--;--;--;--
202390248;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Sosyal Hizmet (%50 Ýndirimli);EA;12;3;174,47531;193,82063;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390247;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Sosyal Hizmet (Burslu);EA;3;3;295,26775;295,56210;--;--;--;--;1;0;--;--;--;--;--;--;--;--;--;--
202391004;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Týp Fakültesi;Týp (%50 Ýndirimli);SAY;40;40;444,76400;457,28101;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390209;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Týp Fakültesi;Týp (Burslu);SAY;7;7;477,19123;484,06129;--;--;--;--;1;1;473,85864;473,85864;--;--;--;--;1;0;--;--
202390228;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Týp Fakültesi;Týp (Ücretli);SAY;2;2;438,84075;441,26989;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310110;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Diþ Hekimliði Fakültesi;Diþ Hekimliði (%50 Ýndirimli);SAY;76;76;412,60549;440,95094;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310046;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Diþ Hekimliði Fakültesi;Diþ Hekimliði (Burslu);SAY;12;12;453,59033;455,96165;--;--;--;--;1;1;444,56615;444,56615;--;--;--;--;2;0;--;--
209310117;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Diþ Hekimliði Fakültesi;Diþ Hekimliði (Ýngilizce) (%50 Ýndirimli);SAY;25;25;406,43603;417,76110;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310052;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Diþ Hekimliði Fakültesi;Diþ Hekimliði (Ýngilizce) (Burslu);SAY;4;4;452,65085;454,76030;--;--;--;--;1;1;442,23366;442,23366;--;--;--;--;1;0;--;--
209310049;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli);DÝL;30;30;274,13686;406,51029;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310048;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu);DÝL;4;4;416,48953;421,77072;--;--;--;--;1;1;269,52218;269,52218;--;--;--;--;1;0;--;--
209310011;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (%50 Ýndirimli);DÝL;38;38;297,22248;400,62806;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310010;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (Burslu);DÝL;6;6;421,82644;441,95008;--;--;--;--;1;1;417,89899;417,89899;--;--;--;--;1;0;--;--
209310055;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýþletme (Ýngilizce) (%50 Ýndirimli);EA;25;25;226,97625;286,04526;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310054;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýþletme (Ýngilizce) (Burslu);EA;3;3;326,56796;333,22547;--;--;--;--;1;1;277,15009;277,15009;--;--;--;--;1;0;--;--
209310028;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (%50 Ýndirimli);EA;68;68;271,37858;329,19319;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310027;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (Burslu);EA;10;10;358,97291;365,81746;--;--;--;--;1;1;342,66621;342,66621;--;--;--;--;2;1;198,19138;198,19138
209310057;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (Ýngilizce) (%50 Ýndirimli);EA;59;59;254,97667;315,67945;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310056;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (Ýngilizce) (Burslu);EA;10;10;362,01882;369,49776;--;--;--;--;1;1;326,75074;326,75074;--;--;--;--;1;0;--;--
209310041;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Bilgisayar Mühendisliði (%50 Ýndirimli);SAY;61;18;290,67418;331,44444;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310040;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Bilgisayar Mühendisliði (Burslu);SAY;10;10;310,54655;423,90055;--;--;--;--;1;0;--;--;--;--;--;--;1;0;--;--
209310187;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Bilgisayar Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;39;31;292,17339;398,76398;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310180;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Bilgisayar Mühendisliði (Ýngilizce) (Burslu);SAY;6;6;415,81642;433,43696;--;--;--;--;1;1;414,80839;414,80839;--;--;--;--;1;0;--;--
209310145;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Biyomedikal Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;15;2;291,84555;310,00239;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310138;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Biyomedikal Mühendisliði (Ýngilizce) (Burslu);SAY;5;5;345,38541;357,86854;--;--;--;--;1;1;336,71681;336,71681;--;--;--;--;--;--;--;--
209310173;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Elektrik-Elektronik Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;15;1;319,79746;319,79746;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209310166;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Elektrik-Elektronik Mühendisliði (Ýngilizce) (Burslu);SAY;5;5;382,82757;403,31744;--;--;--;--;1;1;358,98351;358,98351;--;--;--;--;--;--;--;--
209310059;VAKIF;ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ;Mühendislik ve Doða Bilimleri Fakültesi;Endüstri Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;23;23;299,70944;373,08956;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
